code,name,description,unit_code,unit_name,unit_sigla,is_active
00010100,"IMPORTACIONES CARACTER RESERVADO FF.AA,CARABINEROS E INVESTIGACIONES","IMPORTACIONES CARACTER RESERVADO FF.AA,CARABINEROS E INVESTIGACIONES",6,KILOGRAMO NETO,KN,true
00019900,"OTROS PERTRECHOS ESTADO CONSIGNADOS FF.AA,CARABINEROS E INVESTIGACIONES","OTROS PERTRECHOS ESTADO CONSIGNADOS FF.AA,CARABINEROS E INVESTIGACIONES",6,KILOGRAMO NETO,KN,true
00020000,ARREOS MILITARES Y ARTICULOS FABRICACION UNIFORMES IMPORTADOS POR FF.AA.,ARREOS MILITARES Y ARTICULOS FABRICACION UNIFORMES IMPORTADOS POR FF.AA.,6,KILOGRAMO NETO,KN,true
00030000,"REPUESTOS, ACCESORIOS Y/O ELEMENTOS PARA AVIONES,MAESTRANZAS,AEROPUERTOS","REPUESTOS, ACCESORIOS Y/O ELEMENTOS PARA AVIONES,MAESTRANZAS,AEROPUERTOS",6,KILOGRAMO NETO,KN,true
00040100,"EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES MINISTERIO RR.EE.","EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES MINISTERIO RR.EE.",6,KILOGRAMO NETO,KN,true
00040200,"EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES MINISTERIO DE DEFENSA","EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES MINISTERIO DE DEFENSA",6,KILOGRAMO NETO,KN,true
00040300,"EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES ORGANISMOS INTERNAC.","EFECTOS,MENAJE,EMBARCACION,VEHICULO EE.DEPENDIENTES ORGANISMOS INTERNAC.",6,KILOGRAMO NETO,KN,true
00040400,"EFECTOS,MENAJE,EMBARCACION,VEHICULO EE. DE EMPRESAS DEL ESTADO","EFECTOS,MENAJE,EMBARCACION,VEHICULO EE. DE EMPRESAS DEL ESTADO",6,KILOGRAMO NETO,KN,true
00040500,MENAJE ADQUIRIDO PERSONAL MINISTERIO DEFENSA COMISION SERVICIO EXTRANJERO,MENAJE ADQUIRIDO PERSONAL MINISTERIO DEFENSA COMISION SERVICIO EXTRANJERO,3,1000 KILOWATT HORA,MKWH,true
00050000,EFECTOS PARA JEFES MISION Y FUNCIONARIOS ACREDITADOS ANTE GOBIERNO CHILE,EFECTOS PARA JEFES MISION Y FUNCIONARIOS ACREDITADOS ANTE GOBIERNO CHILE,,,,true
00060000,HASTA 3 UNIFORMES COMPLETOS ANUALES PERSONAL FF.AA O POLICIALES EXTRANJERA,HASTA 3 UNIFORMES COMPLETOS ANUALES PERSONAL FF.AA O POLICIALES EXTRANJERA,6,KILOGRAMO NETO,KN,true
00070000,EFECTOS PARA FINES SERVICIOS DE REPRESENTANTES PAISES EXTRANJEROS,EFECTOS PARA FINES SERVICIOS DE REPRESENTANTES PAISES EXTRANJEROS,6,KILOGRAMO NETO,KN,true
00080101,PAPELES E IMPRESOS SIN VALOR COMERCIAL,PAPELES E IMPRESOS SIN VALOR COMERCIAL,6,KILOGRAMO NETO,KN,true
00080199,LOS DEMAS PAPELES E IMPRESOS CONSIGNADOS AL GOB. SERV. PUBLI O ENTIDADES PUBLI,LOS DEMAS PAPELES E IMPRESOS CONSIGNADOS AL GOB. SERV. PUBLI O ENTIDADES PUBLI,6,KILOGRAMO NETO,KN,true
00080200,"IMPRESOS,CATALOGOS,PROSPECTOS Y FOLLETOS PARA OBSEQUIO EN FERIAS INTERNAC.","IMPRESOS,CATALOGOS,PROSPECTOS Y FOLLETOS PARA OBSEQUIO EN FERIAS INTERNAC.",6,KILOGRAMO NETO,KN,true
00090100,EQUIPAJE DE VIAJERO,EQUIPAJE DE VIAJERO,6,KILOGRAMO NETO,KN,true
00090200,MERCANCIAS DE VIAJEROS PROVENIENTES ZF.O EXTENSION HASTA US$ 1000 FOB,MERCANCIAS DE VIAJEROS PROVENIENTES ZF.O EXTENSION HASTA US$ 1000 FOB,6,KILOGRAMO NETO,KN,true
00090300,MERC. QUE PORTEN LOS VIAJEROS CON RESIDENCIA EN LOC. FRONTERIZAS HASTA US$150,MERC. QUE PORTEN LOS VIAJEROS CON RESIDENCIA EN LOC. FRONTERIZAS HASTA US$150,6,KILOGRAMO NETO,KN,true
00090400,MENAJE Y/O UTILES DE TRABAJO DE CHILENOS.,MENAJE Y/O UTILES DE TRABAJO DE CHILENOS.,6,KILOGRAMO NETO,KN,true
00090401,MENAJE DE CHILENOS CON PERMANENCIA DE 6 MESES A 1 A\O EN EL EXTRANJ. HASTA 500,MENAJE DE CHILENOS CON PERMANENCIA DE 6 MESES A 1 A\O EN EL EXTRANJ. HASTA 500,6,KILOGRAMO NETO,KN,true
00090402,MENAJE Y/O UTILES DE CHILEN.CON MAS DE 1 A 5 A\OS EN EL EXTRANJ. HASTA 3000 F.,MENAJE Y/O UTILES DE CHILEN.CON MAS DE 1 A 5 A\OS EN EL EXTRANJ. HASTA 3000 F.,6,KILOGRAMO NETO,KN,true
00090403,MENAJE Y/O UTILES DE CHILEN.CON MAS DE A\OS EN EL EXTRANJ. HASTA 5000 FOB.,MENAJE Y/O UTILES DE CHILEN.CON MAS DE A\OS EN EL EXTRANJ. HASTA 5000 FOB.,6,KILOGRAMO NETO,KN,true
00090501,MENAJE HASTA US$ 5000 FOB DE EXTRANJ C/VISA RESIDENCIA TEMPORAL O CONTRAT. TRA,MENAJE HASTA US$ 5000 FOB DE EXTRANJ C/VISA RESIDENCIA TEMPORAL O CONTRAT. TRA,6,KILOGRAMO NETO,KN,true
00090502,UTILES DE TRABAJO HASTA POR UN VALOR DE US$ 1500 FOB.,UTILES DE TRABAJO HASTA POR UN VALOR DE US$ 1500 FOB.,6,KILOGRAMO NETO,KN,true
00098900,OTRAS MERCANCIAS HASTA POR UN VALOR US$ 1.500 F.O.B.,OTRAS MERCANCIAS HASTA POR UN VALOR US$ 1.500 F.O.B.,6,KILOGRAMO NETO,KN,true
00100101,EFECTOS PASAJEROS GRAVADOS SEGUN ART.3 DTO. HDA. 2772 DE 1943,EFECTOS PASAJEROS GRAVADOS SEGUN ART.3 DTO. HDA. 2772 DE 1943,6,KILOGRAMO NETO,KN,true
00100199,LOS DEMAS EFECTOS PASAJEROS ADULTOS MAS 60 DIAS EXTRANJERO HASTA $1000 ORO,LOS DEMAS EFECTOS PASAJEROS ADULTOS MAS 60 DIAS EXTRANJERO HASTA $1000 ORO,6,KILOGRAMO NETO,KN,true
00100201,"EFECTOS PERSONAL NAVES GUERRA GRAVADOS ART.3 DTO.HDA.2772, DE 1943","EFECTOS PERSONAL NAVES GUERRA GRAVADOS ART.3 DTO.HDA.2772, DE 1943",6,KILOGRAMO NETO,KN,true
00100299,LOS DEMAS EFECTOS PERSONAL NAVES GUERRA MISION SERVICIO EN EXTRTANJERO,LOS DEMAS EFECTOS PERSONAL NAVES GUERRA MISION SERVICIO EN EXTRTANJERO,6,KILOGRAMO NETO,KN,true
00110000,"EQUIPAJES DE ARRIEROS INCLUIDO CHARQUI,CUEROS,LANA,QUESO Y SEMEJANTES","EQUIPAJES DE ARRIEROS INCLUIDO CHARQUI,CUEROS,LANA,QUESO Y SEMEJANTES",6,KILOGRAMO NETO,KN,true
00120100,"DONACIONES Y SOCORROS ENVIADAS A GOBIERNO,MUNICIPIO,BENEFICIENCIA,EDUCAC.","DONACIONES Y SOCORROS ENVIADAS A GOBIERNO,MUNICIPIO,BENEFICIENCIA,EDUCAC.",6,KILOGRAMO NETO,KN,true
00120101,"VEHICULO MOTORIZADO DONADO A GOBIERNO,MUNICIPIO,BENEFICENCIA O EDUCACION","VEHICULO MOTORIZADO DONADO A GOBIERNO,MUNICIPIO,BENEFICENCIA O EDUCACION",10,UNIDAD,U,true
00120199,"LAS DEMAS DONACIONES Y SOCORROS ENVIADOS A GOBIERNO,MUNICIPIO,BENEF.EDUC.","LAS DEMAS DONACIONES Y SOCORROS ENVIADOS A GOBIERNO,MUNICIPIO,BENEF.EDUC.",6,KILOGRAMO NETO,KN,true
00120200,"DONACIONES,SOCORROS PROCEDENTES DE INSTITUCIONES PUB.EXTRANJERAS A PART.","DONACIONES,SOCORROS PROCEDENTES DE INSTITUCIONES PUB.EXTRANJERAS A PART.",6,KILOGRAMO NETO,KN,true
00120300,"TROFEOS,COPAS Y OTROS GANADOS EN EXTRANJERO POR DEPORTISTAS CHILENOS","TROFEOS,COPAS Y OTROS GANADOS EN EXTRANJERO POR DEPORTISTAS CHILENOS",6,KILOGRAMO NETO,KN,true
00120400,"LIBROS,REVISTAS Y OTROS IMPRESOS DEL CULTO PARA COMINIDADES,MONASTERIOS IG","LIBROS,REVISTAS Y OTROS IMPRESOS DEL CULTO PARA COMINIDADES,MONASTERIOS IG",6,KILOGRAMO NETO,KN,true
00120500,PREMIOS Y DONACIONES A CHILENOS GANADORES COMPETENCIAS Y CONCUROS INTERNAC,PREMIOS Y DONACIONES A CHILENOS GANADORES COMPETENCIAS Y CONCUROS INTERNAC,6,KILOGRAMO NETO,KN,true
00130100,HERRAMIENTAS CUALQUIER CLASE PARA ENSE\ANZA IMPORTEN ESTABLECIMIENTOS INST,HERRAMIENTAS CUALQUIER CLASE PARA ENSE\ANZA IMPORTEN ESTABLECIMIENTOS INST,6,KILOGRAMO NETO,KN,true
00130200,UTILES DE LABORATORIO IMPORTADOS POR ESTABLECIMIENTOS DE INSTRUCCION,UTILES DE LABORATORIO IMPORTADOS POR ESTABLECIMIENTOS DE INSTRUCCION,6,KILOGRAMO NETO,KN,true
00139900,OTROS MATERIALES Y ARTEFACTOS PARA ENSE\ANZA IMPORTEN ESTABLECIMIENTOS INT,OTROS MATERIALES Y ARTEFACTOS PARA ENSE\ANZA IMPORTEN ESTABLECIMIENTOS INT,6,KILOGRAMO NETO,KN,true
00140000,"EFECTOS OFICIOS DEL CULTO INTERNEN COMUNIDADES,MONASTERIOS O IGLESIAS","EFECTOS OFICIOS DEL CULTO INTERNEN COMUNIDADES,MONASTERIOS O IGLESIAS",6,KILOGRAMO NETO,KN,true
00150000,FRAGMENTOS Y UTILES DE BUQUES NAUFRAGOS,FRAGMENTOS Y UTILES DE BUQUES NAUFRAGOS,6,KILOGRAMO NETO,KN,true
00160000,"RANCHO NAVES,AERONAVES,VEHICULOS TRANSPORTE INTERNAC.,PASAJEROS Y TRIPUL.","RANCHO NAVES,AERONAVES,VEHICULOS TRANSPORTE INTERNAC.,PASAJEROS Y TRIPUL.",6,KILOGRAMO NETO,KN,true
00170000,PRODUCTOS DE LA PESCA HECHA EN BUQUES NACIONALES,PRODUCTOS DE LA PESCA HECHA EN BUQUES NACIONALES,6,KILOGRAMO NETO,KN,true
00190100,MUESTRAS SIN CARACTER COMERCIAL DESTINADAS A FERIAS INTERNACIONALES OFICIALES,MUESTRAS SIN CARACTER COMERCIAL DESTINADAS A FERIAS INTERNACIONALES OFICIALES,6,KILOGRAMO NETO,KN,true
00198900,"OTRAS MUESTRAS DE MERCANCIAS, SIN CARACTER COMERCIAL","OTRAS MUESTRAS DE MERCANCIAS, SIN CARACTER COMERCIAL",6,KILOGRAMO NETO,KN,true
00200000,"URNAS Y ATAUDES QUE CONTENGAN RESTOS HUMANOS,CORONAS Y ADORNOS FUNEBRES","URNAS Y ATAUDES QUE CONTENGAN RESTOS HUMANOS,CORONAS Y ADORNOS FUNEBRES",6,KILOGRAMO NETO,KN,true
00210100,EQUIPAJE DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,EQUIPAJE DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,6,KILOGRAMO NETO,KN,true
00210200,ARTICULOS DE MENAJE DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NAC.,ARTICULOS DE MENAJE DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NAC.,6,KILOGRAMO NETO,KN,true
00210300,ROPA NUEVA DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,ROPA NUEVA DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,6,KILOGRAMO NETO,KN,true
00210400,COMESTIBLES DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,COMESTIBLES DE OFICIALES Y TRIPULANTES NAVES MARINA MERCANTE NACIONAL,6,KILOGRAMO NETO,KN,true
00230000,OBSEQUIOS SIN CARACTER COMERCIAL HASTA US $ 50 F.O.B.,OBSEQUIOS SIN CARACTER COMERCIAL HASTA US $ 50 F.O.B.,6,KILOGRAMO NETO,KN,true
00240101,MAQUINAS DE COSER DOMESTICAS ARMADAS O ELABORADAS ZONA TRAT.ADUANERO ESP.,MAQUINAS DE COSER DOMESTICAS ARMADAS O ELABORADAS ZONA TRAT.ADUANERO ESP.,6,KILOGRAMO NETO,KN,true
00240199,DEMAS MERCANCIAS IMPORTACION GENERAL PERMITIDA ARMADAS O ELAB.ZONA ESPEC.,DEMAS MERCANCIAS IMPORTACION GENERAL PERMITIDA ARMADAS O ELAB.ZONA ESPEC.,6,KILOGRAMO NETO,KN,true
00248900,OTRAS MERCANCIAS ARMADAS O ELABORADAS ZONAS TRATAMIENTO ADUANERO ESPECIAL,OTRAS MERCANCIAS ARMADAS O ELABORADAS ZONAS TRATAMIENTO ADUANERO ESPECIAL,6,KILOGRAMO NETO,KN,true
00250000,SERVICIOS CONSIDERADOS EXPORTACION,SERVICIOS CONSIDERADOS EXPORTACION,6,KILOGRAMO NETO,KN,true
00260000,MEDICAMENTOS PDA.3004 SIN CARACTER COMERCIAL HASTA US$100 FOB.CON RECETA,MEDICAMENTOS PDA.3004 SIN CARACTER COMERCIAL HASTA US$100 FOB.CON RECETA,6,KILOGRAMO NETO,KN,true
00290000,"EQUIPOS DIALIZADORES Y OXIGENADORES SANGRE,ARTICULOS Y APARAT.PDA.9019","EQUIPOS DIALIZADORES Y OXIGENADORES SANGRE,ARTICULOS Y APARAT.PDA.9019",6,KILOGRAMO NETO,KN,true
00300100,MERCANCIAS PARA LAS AGENCIAS VOLUNTARIAS DE SOCORRO Y REHABILITACION,MERCANCIAS PARA LAS AGENCIAS VOLUNTARIAS DE SOCORRO Y REHABILITACION,6,KILOGRAMO NETO,KN,true
00309900,MERCANCIAS ORGANISMOS INTERNACIONALES O A VIRTUD TRATADO GOBIERNO O UNIVERS.,MERCANCIAS ORGANISMOS INTERNACIONALES O A VIRTUD TRATADO GOBIERNO O UNIVERS.,6,KILOGRAMO NETO,KN,true
00310000,"PARTES,PIEZAS,CONJUNTOS ARMADURIA VEHICULOS LEY 18483,DE 1985","PARTES,PIEZAS,CONJUNTOS ARMADURIA VEHICULOS LEY 18483,DE 1985",6,KILOGRAMO NETO,KN,true
00320000,"CONJUNTOS,PARTES O PIEZAS IMPORTEN INDUSTRIAS ART. 7 LEY 18483, DE 1985","CONJUNTOS,PARTES O PIEZAS IMPORTEN INDUSTRIAS ART. 7 LEY 18483, DE 1985",6,KILOGRAMO NETO,KN,true
00330100,"VEHICULO ITEM PDAS.8702,8703,8704 CHILENO REGRESE DE EXTRANJERO MAS 1 A\O","VEHICULO ITEM PDAS.8702,8703,8704 CHILENO REGRESE DE EXTRANJERO MAS 1 A\O",10,UNIDAD,U,true
00330200,VEHICULO ITEM 87042130-2230-2311-2319-3130-3230 Y 9030 CHILENO REGRESE EXTERIO,VEHICULO ITEM 87042130-2230-2311-2319-3130-3230 Y 9030 CHILENO REGRESE EXTERIO,10,UNIDAD,U,true
00330300,VEHICULO ITEM 87041000-2140-2240-2320-3140-3240 Y 9040 CHILENO REGRESE EXT,VEHICULO ITEM 87041000-2140-2240-2320-3140-3240 Y 9040 CHILENO REGRESE EXT,10,UNIDAD,U,true
00330400,VEHICULO ITEM PDAS.8703 Y 8704 CHILENO REGRESE EXTRANJERO MAS UN A\O,VEHICULO ITEM PDAS.8703 Y 8704 CHILENO REGRESE EXTRANJERO MAS UN A\O,10,UNIDAD,U,true
00340000,MERCANCIAS DESTINADAS AL USO O CONSUMO DE LAS BASES ANTARTICAS EN TERRIT.CHILE,MERCANCIAS DESTINADAS AL USO O CONSUMO DE LAS BASES ANTARTICAS EN TERRIT.CHILE,6,KILOGRAMO NETO,KN,true
00350000,OBJETOS DE ARTE ORIG. EJECUTADOS POR ARTISTAS CHILENOS IMPORTADOS POR ELLOS,OBJETOS DE ARTE ORIG. EJECUTADOS POR ARTISTAS CHILENOS IMPORTADOS POR ELLOS,6,KILOGRAMO NETO,KN,true
00350100,CUADROS Y PINTURAS,CUADROS Y PINTURAS,10,UNIDAD,U,true
00350200,DIBUJOS,DIBUJOS,10,UNIDAD,U,true
00350300,ESCULTURAS,ESCULTURAS,10,UNIDAD,U,true
01011000,Reproductores de raza pura,Reproductores de raza pura,10,UNIDAD,U,true
01019011,De carrera,De carrera,10,UNIDAD,U,true
01019019,Los demás,Los demás,10,UNIDAD,U,true
01019090,Los demás,Los demás,10,UNIDAD,U,true
01021000,Reproductores de raza pura,Reproductores de raza pura,10,UNIDAD,U,true
01029000,Los demás,Los demás,10,UNIDAD,U,true
01031000,Reproductores de raza pura,Reproductores de raza pura,10,UNIDAD,U,true
01039100,De peso inferior a 50 kg,De peso inferior a 50 kg,10,UNIDAD,U,true
01039200,De peso superior o igual a 50 kg,De peso superior o igual a 50 kg,10,UNIDAD,U,true
01041010,Reproductores de raza pura,Reproductores de raza pura,10,UNIDAD,U,true
01041090,Los demás,Los demás,10,UNIDAD,U,true
01042000,De la especie caprina,De la especie caprina,10,UNIDAD,U,true
01051110,Reproductores,Reproductores,10,UNIDAD,U,true
01051190,Los demás,Los demás,10,UNIDAD,U,true
01051200,Pavos (gallipavos),Pavos (gallipavos),10,UNIDAD,U,true
01051900,Los demás,Los demás,10,UNIDAD,U,true
01059400,Gallos y gallinas,Gallos y gallinas,10,UNIDAD,U,true
01059900,Los demás,Los demás,10,UNIDAD,U,true
01061100,Primates,Primates,10,UNIDAD,U,true
01061200,"Ballenas, delfines y marsopas (mamíferos del orden Cetáceos); manatíes y dugones o dugongos (mamífer","Ballenas, delfines y marsopas (mamíferos del orden Cetáceos); manatíes y dugones o dugongos (mamíferos del orden Sirenios)",10,UNIDAD,U,true
01061910,Camélidos,Camélidos,10,UNIDAD,U,true
01061990,Los demás,Los demás,10,UNIDAD,U,true
01062000,Reptiles (incluidas las serpientes y tortugas de mar),Reptiles (incluidas las serpientes y tortugas de mar),10,UNIDAD,U,true
01063100,Aves de rapiña,Aves de rapiña,10,UNIDAD,U,true
01063200,"Psitaciformes (incluidos los loros, guacamayos, cacatúas y demás papagayos)","Psitaciformes (incluidos los loros, guacamayos, cacatúas y demás papagayos)",10,UNIDAD,U,true
01063900,Las demás,Las demás,10,UNIDAD,U,true
01069000,Los demás,Los demás,10,UNIDAD,U,true
02011000,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02012000,Los demás cortes (trozos) sin deshuesar,Los demás cortes (trozos) sin deshuesar,6,KILOGRAMO NETO,KN,true
02013000,Deshuesada,Deshuesada,6,KILOGRAMO NETO,KN,true
02021000,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02022000,Los demás cortes (trozos) sin deshuesar,Los demás cortes (trozos) sin deshuesar,6,KILOGRAMO NETO,KN,true
02023000,Deshuesada,Deshuesada,6,KILOGRAMO NETO,KN,true
02031100,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02031200,"Piernas, paletas, y sus trozos, sin deshuesar","Piernas, paletas, y sus trozos, sin deshuesar",6,KILOGRAMO NETO,KN,true
02031900,Las demás,Las demás,6,KILOGRAMO NETO,KN,true
02032100,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02032200,"Piernas, paletas, y sus trozos, sin deshuesar","Piernas, paletas, y sus trozos, sin deshuesar",6,KILOGRAMO NETO,KN,true
02032910,Tocino con capa de carne adherida,Tocino con capa de carne adherida,6,KILOGRAMO NETO,KN,true
02032920,Tocino entreverado de panza (panceta),Tocino entreverado de panza (panceta),6,KILOGRAMO NETO,KN,true
02032930,Deshuesada,Deshuesada,6,KILOGRAMO NETO,KN,true
02032990,Las demás,Las demás,6,KILOGRAMO NETO,KN,true
02041000,"Canales o medias canales de cordero, frescas o refrigeradas","Canales o medias canales de cordero, frescas o refrigeradas",6,KILOGRAMO NETO,KN,true
02042100,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02042200,Los demás cortes (trozos) sin deshuesar,Los demás cortes (trozos) sin deshuesar,6,KILOGRAMO NETO,KN,true
02042300,Deshuesadas,Deshuesadas,6,KILOGRAMO NETO,KN,true
02043000,"Canales o medias canales de cordero, congeladas","Canales o medias canales de cordero, congeladas",6,KILOGRAMO NETO,KN,true
02044100,En canales o medias canales,En canales o medias canales,6,KILOGRAMO NETO,KN,true
02044210,Paleta,Paleta,6,KILOGRAMO NETO,KN,true
02044220,Pierna,Pierna,6,KILOGRAMO NETO,KN,true
02044230,Silla,Silla,6,KILOGRAMO NETO,KN,true
02044290,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02044300,Deshuesadas,Deshuesadas,6,KILOGRAMO NETO,KN,true
02045000,Carne de animales de la especie caprina,Carne de animales de la especie caprina,6,KILOGRAMO NETO,KN,true
02050000,"Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada","Carne de animales de las especies caballar, asnal o mular, fresca, refrigerada o congelada",6,KILOGRAMO NETO,KN,true
02061000,"De la especie bovina, frescos o refrigerados","De la especie bovina, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02062100,Lenguas,Lenguas,6,KILOGRAMO NETO,KN,true
02062200,Hígados,Hígados,6,KILOGRAMO NETO,KN,true
02062900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02063000,"De la especie porcina, frescos o refrigerados","De la especie porcina, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02064100,Hígados,Hígados,6,KILOGRAMO NETO,KN,true
02064910,Manos y patas,Manos y patas,6,KILOGRAMO NETO,KN,true
02064920,Orejas,Orejas,6,KILOGRAMO NETO,KN,true
02064990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02068000,"Los demás, frescos o refrigerados","Los demás, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02069000,"Los demás, congelados","Los demás, congelados",6,KILOGRAMO NETO,KN,true
02071100,"Sin trocear, frescos o refrigerados","Sin trocear, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02071210,Con un peso inferior a 2 kilos neto,Con un peso inferior a 2 kilos neto,6,KILOGRAMO NETO,KN,true
02071290,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02071300,"Trozos y despojos, frescos o refrigerados","Trozos y despojos, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02071411,Pechugas,Pechugas,6,KILOGRAMO NETO,KN,true
02071419,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02071421,Mitades o cuartos,Mitades o cuartos,6,KILOGRAMO NETO,KN,true
02071422,Pechugas y sus trozos,Pechugas y sus trozos,6,KILOGRAMO NETO,KN,true
02071423,Muslos y sus trozos,Muslos y sus trozos,6,KILOGRAMO NETO,KN,true
02071424,Alas,Alas,6,KILOGRAMO NETO,KN,true
02071429,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02071430,Despojos,Despojos,6,KILOGRAMO NETO,KN,true
02072400,"Sin trocear, frescos o refrigerados","Sin trocear, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02072500,"Sin trocear, congelados","Sin trocear, congelados",6,KILOGRAMO NETO,KN,true
02072600,"Trozos y despojos, frescos o refrigerados","Trozos y despojos, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02072710,Pechugas,Pechugas,6,KILOGRAMO NETO,KN,true
02072790,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02073200,"Sin trocear, frescos o refrigerados","Sin trocear, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02073300,"Sin trocear, congelados","Sin trocear, congelados",6,KILOGRAMO NETO,KN,true
02073400,"Hígados grasos, frescos o refrigerados","Hígados grasos, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02073500,"Los demás, frescos o refrigerados","Los demás, frescos o refrigerados",6,KILOGRAMO NETO,KN,true
02073600,"Los demás, congelados","Los demás, congelados",6,KILOGRAMO NETO,KN,true
02081000,De conejo o liebre,De conejo o liebre,6,KILOGRAMO NETO,KN,true
02083000,De primates,De primates,6,KILOGRAMO NETO,KN,true
02084000,"De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (m","De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (mamíferos del orden Sirenios)",6,KILOGRAMO NETO,KN,true
02085000,De reptiles (incluidas las serpientes y tortugas de mar),De reptiles (incluidas las serpientes y tortugas de mar),6,KILOGRAMO NETO,KN,true
02089000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02090010,Frescos o refrigerados,Frescos o refrigerados,6,KILOGRAMO NETO,KN,true
02090020,Congelados,Congelados,6,KILOGRAMO NETO,KN,true
02090090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
02101100,"Jamones, paletas, y sus trozos, sin deshuesar","Jamones, paletas, y sus trozos, sin deshuesar",6,KILOGRAMO NETO,KN,true
02101200,Tocino entreverado de panza (panceta) y sus trozos,Tocino entreverado de panza (panceta) y sus trozos,6,KILOGRAMO NETO,KN,true
02101900,Las demás,Las demás,6,KILOGRAMO NETO,KN,true
02102000,Carne de la especie bovina,Carne de la especie bovina,6,KILOGRAMO NETO,KN,true
02109100,De primates,De primates,6,KILOGRAMO NETO,KN,true
02109200,"De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (m","De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (mamíferos del orden Sirenios)",6,KILOGRAMO NETO,KN,true
02109300,De reptiles (incluidas las serpientes y tortugas de mar),De reptiles (incluidas las serpientes y tortugas de mar),6,KILOGRAMO NETO,KN,true
02109900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
03011000,Peces ornamentales,Peces ornamentales,6,KILOGRAMO NETO,KN,true
03019100,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynch","Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster):",6,KILOGRAMO NETO,KN,true
03019200,Anguilas (Anguilla spp.):,Anguilas (Anguilla spp.):,6,KILOGRAMO NETO,KN,true
03019300,Carpas:,Carpas:,6,KILOGRAMO NETO,KN,true
03019400,Atunes comunes o de aleta azul (Thunnus thynnus),Atunes comunes o de aleta azul (Thunnus thynnus),6,KILOGRAMO NETO,KN,true
03019500,Atunes del sur (Thunnus maccoyii),Atunes del sur (Thunnus maccoyii),6,KILOGRAMO NETO,KN,true
03019900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
03021110,Enteras,Enteras,6,KILOGRAMO NETO,KN,true
03021120,Descabezadas y evisceradas («HG»),Descabezadas y evisceradas («HG»),6,KILOGRAMO NETO,KN,true
03021130,"Medallones (rodajas, «steak»)*","Medallones (rodajas, «steak»)*",6,KILOGRAMO NETO,KN,true
03021190,Las demás,Las demás,6,KILOGRAMO NETO,KN,true
03021211,Enteros,Enteros,6,KILOGRAMO NETO,KN,true
03021212,Descabezados y eviscerados («HG»),Descabezados y eviscerados («HG»),6,KILOGRAMO NETO,KN,true
